1.jpg,16.60,0.849
10.jpg,16.31,0.863
100.jpg,15.32,0.601
11.jpg,16.24,0.855
12.jpg,16.17,0.849
13.jpg,16.08,0.840
14.jpg,15.95,0.833
15.jpg,15.78,0.825
16.jpg,15.64,0.818
17.jpg,15.48,0.810
18.jpg,14.89,0.792
19.jpg,14.75,0.778
2.jpg,16.57,0.846
20.jpg,14.92,0.773
21.jpg,14.60,0.758
22.jpg,14.43,0.751
23.jpg,14.41,0.740
24.jpg,13.87,0.720
25.jpg,13.94,0.717
26.jpg,16.99,0.724
27.jpg,15.61,0.669
28.jpg,14.56,0.506
29.jpg,14.07,0.479
3.jpg,16.62,0.854
30.jpg,13.76,0.470
31.jpg,13.03,0.497
32.jpg,12.33,0.366
33.jpg,12.19,0.407
34.jpg,12.57,0.426
35.jpg,12.61,0.425
36.jpg,12.76,0.484
37.jpg,12.58,0.450
38.jpg,12.98,0.423
39.jpg,13.11,0.459
4.jpg,16.66,0.864
40.jpg,12.73,0.478
41.jpg,12.78,0.501
42.jpg,12.53,0.478
43.jpg,12.64,0.503
44.jpg,12.51,0.493
45.jpg,12.21,0.442
46.jpg,12.72,0.456
47.jpg,12.78,0.478
48.jpg,12.99,0.425
49.jpg,12.65,0.421
5.jpg,16.30,0.865
50.jpg,12.50,0.426
51.jpg,18.41,0.772
52.jpg,18.14,0.752
53.jpg,17.36,0.731
54.jpg,17.23,0.730
55.jpg,17.06,0.733
56.jpg,17.01,0.729
57.jpg,16.87,0.729
58.jpg,16.87,0.736
59.jpg,16.87,0.733
6.jpg,16.28,0.865
60.jpg,16.92,0.737
61.jpg,17.00,0.736
62.jpg,17.10,0.745
63.jpg,17.12,0.750
64.jpg,17.08,0.744
65.jpg,17.08,0.750
66.jpg,17.16,0.751
67.jpg,17.25,0.758
68.jpg,17.25,0.763
69.jpg,17.28,0.758
7.jpg,16.29,0.866
70.jpg,17.27,0.764
71.jpg,17.20,0.761
72.jpg,17.18,0.761
73.jpg,17.08,0.764
74.jpg,17.16,0.760
75.jpg,17.19,0.767
76.jpg,17.35,0.705
77.jpg,17.16,0.701
78.jpg,16.90,0.683
79.jpg,16.50,0.656
8.jpg,16.30,0.864
80.jpg,16.11,0.646
81.jpg,16.06,0.638
82.jpg,16.22,0.639
83.jpg,16.25,0.641
84.jpg,15.88,0.635
85.jpg,15.89,0.631
86.jpg,15.85,0.626
87.jpg,15.84,0.625
88.jpg,15.79,0.624
89.jpg,15.63,0.622
9.jpg,16.32,0.864
90.jpg,15.61,0.620
91.jpg,15.57,0.616
92.jpg,15.57,0.613
93.jpg,15.53,0.611
94.jpg,15.52,0.609
95.jpg,15.44,0.606
96.jpg,15.41,0.606
97.jpg,15.32,0.604
98.jpg,15.14,0.598
99.jpg,15.20,0.598
